2019-10-19T19:54:55.894Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,100,RSSI,4bf39ed0-f2aa-11e9-8221-599f77add412,rssi,dbm,-35
2019-10-19T19:54:55.894Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,2,Humidity (2),4c6af1b0-f2aa-11e9-ba7c-716e7f5ba423,rel_hum,p,30
2019-10-19T19:54:55.894Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,101,SNR,4c12bf90-f2aa-11e9-a38a-d57172a4b4d4,snr,db,5
2019-10-19T19:54:55.894Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,1,Temperature (1),4c2a1820-f2aa-11e9-8221-599f77add412,temp,c,20.5
2019-10-19T19:54:55.894Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,3,Analog Output (3),4c79e5d0-f2aa-11e9-a4a3-7d841ff78abf,analog_actuator,null,0.389999986
2019-10-19T20:12:46.254Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,1,Temperature (1),4c2a1820-f2aa-11e9-8221-599f77add412,temp,c,20.5
2019-10-19T20:12:46.254Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,101,SNR,4c12bf90-f2aa-11e9-a38a-d57172a4b4d4,snr,db,5
2019-10-19T20:12:46.254Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,100,RSSI,4bf39ed0-f2aa-11e9-8221-599f77add412,rssi,dbm,-35
2019-10-19T20:12:46.254Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,2,Humidity (2),4c6af1b0-f2aa-11e9-ba7c-716e7f5ba423,rel_hum,p,30
2019-10-19T20:12:46.254Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,3,Analog Output (3),4c79e5d0-f2aa-11e9-a4a3-7d841ff78abf,analog_actuator,null,0.189999998
2019-10-19T20:13:19.470Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,101,SNR,4c12bf90-f2aa-11e9-a38a-d57172a4b4d4,snr,db,5
2019-10-19T20:13:19.470Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,1,Temperature (1),4c2a1820-f2aa-11e9-8221-599f77add412,temp,c,20.5
2019-10-19T20:13:19.470Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,100,RSSI,4bf39ed0-f2aa-11e9-8221-599f77add412,rssi,dbm,-35
2019-10-19T20:13:19.470Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,2,Humidity (2),4c6af1b0-f2aa-11e9-ba7c-716e7f5ba423,rel_hum,p,30
2019-10-19T20:13:19.470Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,3,Analog Output (3),4c79e5d0-f2aa-11e9-a4a3-7d841ff78abf,analog_actuator,null,0.389999986
2019-10-19T20:31:41.801Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,2,Humidity (2),4c6af1b0-f2aa-11e9-ba7c-716e7f5ba423,rel_hum,p,67.5
2019-10-19T20:31:41.801Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,100,RSSI,4bf39ed0-f2aa-11e9-8221-599f77add412,rssi,dbm,-35
2019-10-19T20:31:41.801Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,3,Analog Output (3),4c79e5d0-f2aa-11e9-a4a3-7d841ff78abf,analog_actuator,null,0.189999998
2019-10-19T20:31:41.801Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,101,SNR,4c12bf90-f2aa-11e9-a38a-d57172a4b4d4,snr,db,5
2019-10-19T20:31:41.801Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,4,GPS (4),e51c13b0-f2ac-11e9-a38a-d57172a4b4d4,gps,m,"60.4872,15.4095"
2019-10-19T20:31:41.801Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,1,Temperature (1),4c2a1820-f2aa-11e9-8221-599f77add412,temp,c,23.79999924
2019-10-19T20:32:05.334Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,2,Humidity (2),4c6af1b0-f2aa-11e9-ba7c-716e7f5ba423,rel_hum,p,67.5
2019-10-19T20:32:05.334Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,100,RSSI,4bf39ed0-f2aa-11e9-8221-599f77add412,rssi,dbm,-35
2019-10-19T20:32:05.334Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,101,SNR,4c12bf90-f2aa-11e9-a38a-d57172a4b4d4,snr,db,5
2019-10-19T20:32:05.334Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,4,GPS (4),e51c13b0-f2ac-11e9-a38a-d57172a4b4d4,gps,m,"60.4872,15.4095"
2019-10-19T20:32:05.334Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,1,Temperature (1),4c2a1820-f2aa-11e9-8221-599f77add412,temp,c,23.79999924
2019-10-19T20:32:05.334Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,3,Analog Output (3),4c79e5d0-f2aa-11e9-a4a3-7d841ff78abf,analog_actuator,null,0.389999986
2019-10-19T20:47:15.132Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,1,Temperature (1),4c2a1820-f2aa-11e9-8221-599f77add412,temp,c,23.79999924
2019-10-19T20:47:15.132Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,2,Humidity (2),4c6af1b0-f2aa-11e9-ba7c-716e7f5ba423,rel_hum,p,67.5
2019-10-19T20:47:15.132Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,4,GPS (4),e51c13b0-f2ac-11e9-a38a-d57172a4b4d4,gps,m,"60.4872,15.4095"
2019-10-19T20:47:15.132Z,4a2bb010-f2aa-11e9-ba7c-716e7f5ba423,100,RSSI,4bf39ed0-f2aa-11e9-8221-599f77add412,rssi,dbm,-35
